order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,revenue,delivery_days,review_score,delivery_days_fixed,is_timeline_anomaly
02a065131a2d2b72b45e2c63135606ad,1d917604cae5efcfe88ac9a27f8455d8,delivered,4/24/2018 20:08,4/26/2018 3:35,4/27/2018 14:53,5/4/2018 11:16,5/18/2018 0:00,773ee7ce02151eee86443dbdb515e271,85505,pato branco,PR,2.0,993245facdeea0014e73a3e18750c123,1025f0e2d44d7041d6cf58b6550e0bfa,5/3/2018 3:35,125.0,26.95,moveis_decoracao,45.0,283.0,1.0,2050.0,30.0,30.0,20.0,furniture_decor,151.95,9.0,5.0,9.6,False
c73f0fc8ad02cddf8637371612f5bac3,a3b5fd61a4f17f0246244a3b6f336e02,delivered,11/24/2017 15:42,11/24/2017 19:13,11/28/2017 21:15,12/11/2017 21:36,12/21/2017 0:00,817dda6a694ae70dbe4157d6a5ec917d,85301,laranjeiras do sul,PR,1.0,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,11/30/2017 19:13,49.0,17.67,ferramentas_jardim,57.0,366.0,2,1650.0,30.0,22.0,30.0,garden_tools,66.67,17.0,3.0,17.2,False
1342ab50383d7471a3bfd75ca93d38d6,a31f3b93bfe2d5bd18745603e3e537c5,delivered,8/23/2018 14:56,8/23/2018 15:45,8/24/2018 11:59,8/30/2018 15:06,8/31/2018 0:00,083ce299ea3fc1eba79bd0b17f64555b,4119,sao paulo,SP,1.0,10b930e4c15b5f8e6b7c8c7e17ac776b,5656537e588803a555b8eb41f07a944b,8/27/2018 15:31,49.89,17.28,consoles_games,37.0,360.0,2,450.0,19.0,15.0,15.0,consoles_games,67.17,7.0,5.0,7.0,False
dbc59da30205f3f5f7b3b0259e89b622,07bd847cf908eef9d0191a253bca90a2,delivered,5/16/2017 15:09,5/16/2017 15:22,5/18/2017 8:07,5/24/2017 14:35,6/8/2017 0:00,80a50af51d391652a47c16d0ebd51fbc,21221,rio de janeiro,RJ,1.0,01b864cf36d60d972e2e29d8c5084d64,004c9cd9d87a3c30c522c48c4fc07416,5/23/2017 15:22,139.99,21.47,cama_mesa_banho,60.0,665.0,1.0,2400.0,42.0,11.0,36.0,bed_bath_table,161.46,7.0,4.0,8.0,False
5410087995e1ebb53c26ce8e52ff29e0,febf66a130bc1bc3d35546f466261511,delivered,7/14/2018 0:04,7/14/2018 0:23,7/16/2018 13:37,7/20/2018 15:33,8/3/2018 0:00,05a021f89882d0c4df802f3c18897a34,13289,vinhedo,SP,1.0,422b4786464320e3645a7e018ba60d8e,9d213f303afae4983637247556438ede,7/19/2018 0:23,15.9,19.38,cama_mesa_banho,40.0,175.0,3,98.0,25.0,8.0,19.0,bed_bath_table,35.28,6.0,5.0,6.6,False
2a5e2ec255be0a5cb7bc1bb5d21deb07,572c7a22d51433eedbcd766cbc7dbc4f,delivered,10/14/2017 15:03,10/14/2017 15:27,10/23/2017 17:53,11/16/2017 17:09,11/13/2017 0:00,3e6287e29d213536c6b120a6c269708a,59296,sao goncalo do amarante,RN,1.0,9e1a035b7f489ddeb062d776a37e470f,6560211a19b47992c3666cc44a7e94c0,10/19/2017 16:27,95.0,21.47,relogios_presentes,55.0,400.0,3.0,200.0,16.0,2.0,11.0,watches_gifts,116.47,33.0,3.0,33.1,False
ea61ed29f4c6dd7b047e92ac87e73392,a0a0edc6aaa1850d9462d1ddcc22dc3b,delivered,7/19/2017 12:07,7/21/2017 2:55,7/21/2017 18:56,8/2/2017 20:59,8/22/2017 0:00,2274c5fa51c6d8bc10880c772c3c5365,66085,belem,PA,1.0,083ffd30820b592e294de7ed668ff975,f8db351d8c4c4c22c6835c19a46f01b0,7/27/2017 2:55,49.9,25.63,informatica_acessorios,49.0,944.0,3.0,300.0,23.0,8.0,19.0,computers_accessories,75.53,14.0,3.0,14.4,False
ce6923830776a5f0d2ffd91a11dd6204,1ad157f908eda2d776e2739a9505495e,delivered,9/10/2017 18:26,9/10/2017 18:43,9/14/2017 19:33,9/15/2017 22:39,9/21/2017 0:00,d6f8a6ee5420cf061e6cf39bcb37c994,11045,santos,SP,1.0,4a69baa66a13d1adeb41cfe3bc0c27be,bbad7e518d7af88a0897397ffdca1979,9/14/2017 18:43,99.9,9.51,cool_stuff,55.0,963.0,2,500.0,45.0,8.0,49.0,cool_stuff,109.41,5.0,2.0,5.2,False
4cb45a7074870ecb5a1f362fd7043178,379d1c8b9cb461e483579f8239d3c316,delivered,11/26/2017 10:09,11/26/2017 10:17,12/1/2017 23:11,1/4/2018 21:22,12/26/2017 0:00,4411b0c7c7d9276a037248a82f108f71,61635,caucaia,CE,1.0,657491063e8a63247a108a4d9cedf020,7040e82f899a04d1b434b795a43b4617,11/30/2017 10:17,89.9,26.77,brinquedos,25.0,274.0,1.0,3050.0,40.0,10.0,40.0,toys,116.67,39.0,2.0,39.5,False
3ab5bdee7463665002059afbc68144b3,98148e148042527f57490f05af4149ee,delivered,11/7/2017 17:30,11/9/2017 5:31,11/10/2017 17:25,11/24/2017 16:48,12/1/2017 0:00,439f0525481a44b09ae940effded2fd7,8310,sao paulo,SP,1.0,57f2de7e1c6028c7d38a50cff155c794,9616352088dcf83a7c06637f4ebf1c80,11/20/2017 2:47,39.0,13.37,esporte_lazer,44.0,221.0,1,400.0,40.0,6.0,25.0,sports_leisure,52.37,16.0,4.0,17.0,False
83e72081383fc363b9d9b2d509917824,ce4831c3ea13b5ac8a0d030b838acdb0,delivered,5/18/2017 14:06,5/18/2017 14:15,5/19/2017 10:03,5/29/2017 16:12,6/9/2017 0:00,93bf7b89c7c76b368a61b9d0b2c721b7,87370,moreira sales,PR,1.0,c92f0e7b9d49a9543558d6532772441b,5dceca129747e92ff8ef7a997dc4f8ca,5/24/2017 14:15,139.9,49.51,malas_acessorios,48.0,485.0,5.0,17550.0,73.0,20.0,47.0,luggage_accessories,189.41,11.0,5.0,11.1,False
22d17396ac4c177e0ea83929cd4f845d,a8b396cd7edcd4340e02a07685084cd6,delivered,9/27/2017 14:43,9/27/2017 14:56,9/30/2017 15:55,10/13/2017 21:13,10/27/2017 0:00,ded340acb51cad2b368c3e986d006ba8,90870,porto alegre,RS,1.0,83b00325c13c44245b2c3a2befa62a0e,ad781527c93d00d89a11eecd9dcad7c1,10/3/2017 14:56,159.99,57.79,bebes,56.0,621.0,1,10700.0,40.0,40.0,40.0,baby,217.78,16.0,5.0,16.3,False
889d938cda41ef5efe5e59f2d72506ca,a82cf4c2ad9b46f2272edf04fcc4a861,delivered,5/27/2018 23:03,5/28/2018 22:55,5/29/2018 13:30,7/12/2018 9:48,7/20/2018 0:00,c79a078562e39b70a04991294dbfbd96,58465,riacho de santo antonio,PB,1.0,461f43be3bdf8844e65b62d9ac2c7a5a,4869f7a5dfa277a7dca6462dcf3b52b2,6/5/2018 22:55,129.9,29.7,relogios_presentes,35.0,591.0,3.0,444.0,20.0,14.0,16.0,watches_gifts,159.6,45.0,4.0,45.4,False
a90966534748634cbb133383bf0eee68,509585871d9505d583be980046b14b8a,canceled,2/1/2018 16:49,2/1/2018 17:15,2/2/2018 19:26,,2/19/2018 0:00,c8d59d5edb075226a3266b61fdab3925,5410,sao paulo,SP,1.0,9b6537fef0e6b345c644e019dbe8ac1b,270297ead4c65a6cd2593960d2af6b21,2/7/2018 17:15,78.0,8.74,casa_construcao,59.0,1251.0,1,550.0,16.0,16.0,16.0,home_construction,86.74,,,,False
40db427de195f02042ceecb84dfaa2f1,65f71802835e673eb8aacfcbc2d03cea,delivered,6/11/2018 10:16,6/12/2018 8:41,6/14/2018 12:39,6/18/2018 18:37,7/5/2018 0:00,5601972b36a3f1948960acb92b8845c9,24240,niteroi,RJ,1.0,065554bfe0244b9f5f6414f332106a21,e62b2d6ac10570a035a30bafcf01d263,6/19/2018 8:41,54.0,16.35,flores,46.0,145.0,1,800.0,30.0,15.0,20.0,flowers,70.35,7.0,5.0,7.3,False
862811aea831afcc63f6155283f1a922,449e553f0fa7504123c432875d9ca8fb,delivered,7/6/2017 15:11,7/6/2017 15:25,7/11/2017 16:22,7/18/2017 19:14,8/14/2017 0:00,a72dc4d599f84d18327c83df876c3460,28015,campos dos goytacazes,RJ,1.0,71a7800a633691de8ecdd17463335e2e,f80edd2c5aaa505cc4b0a3b219abf4b8,7/19/2017 15:25,56.9,35.72,construcao_ferramentas_jardim,49.0,1845.0,5,550.0,20.0,16.0,30.0,costruction_tools_garden,92.62,12.0,5.0,12.2,False
e6878ac5a9f0035c1d0a4e3310abe17c,face248ece2a747c58f14eb3d1ada150,delivered,12/13/2017 14:21,12/14/2017 2:16,12/15/2017 16:35,12/27/2017 16:38,1/15/2018 0:00,3ee0df2e3af3a4ae8d010855f20659e6,15160,poloni,SP,1.0,66240330495ccdc870f005b39e076a60,6b243f80ed07b10f0e8aa0f21a205f3c,12/20/2017 2:16,104.9,17.98,esporte_lazer,59.0,1617.0,1,1200.0,16.0,16.0,18.0,sports_leisure,122.88,14.0,5.0,14.1,False
f47b9b38f1a8dca00dd9517273fe0f68,d18eeac6c6fc1b0175d6b7193e1f0467,delivered,7/29/2018 19:20,7/30/2018 16:25,7/31/2018 13:07,8/1/2018 22:04,8/2/2018 0:00,f80a8062c0f2b54fd6a558433445c5df,4775,sao paulo,SP,1.0,5d2d01b64b76916f0cbe74e407041187,53e4c6e0f4312d4d2107a8c9cddf45cd,8/1/2018 16:25,36.4,8.42,utilidades_domesticas,43.0,297.0,1,350.0,25.0,25.0,25.0,housewares,44.82,3.0,5.0,3.1,False
ad20d0dfe5b91c07df72dff0206aacd9,50ff7fc5ed9bd9bb79a4313f9924c6e0,delivered,10/31/2017 22:19,11/2/2017 2:27,11/7/2017 14:53,11/10/2017 16:56,11/28/2017 0:00,5b65c2693d8103d23aa910cd33d68daa,3058,sao paulo,SP,1.0,07c055536ebf10dfbb6c6db6dbfc36e5,cca3071e3e9bb7d12640c9fbe2301306,11/8/2017 2:27,45.9,6.34,moveis_decoracao,59.0,473.0,1.0,600.0,30.0,3.0,20.0,furniture_decor,52.24,9.0,1.0,9.8,False
57c81c283a192e74b48c36108ad73101,8873f5a110faa2254cef34b78aad69b7,delivered,7/15/2018 18:25,7/15/2018 18:43,7/17/2018 14:27,7/20/2018 17:18,8/1/2018 0:00,79ff58a73cc21554bbcd50900bd5f3dd,31872,belo horizonte,MG,1.0,5ab535a49436f1b34f5b83ca7375c4ef,d66c11a9572221d92fbb8c4897db5f9b,7/18/2018 18:43,27.97,18.0,eletronicos,59.0,2306.0,5.0,1400.0,25.0,6.0,14.0,electronics,45.97,4.0,5.0,5.0,False
7e195313ab92db7ef95cf8140cfe5f81,a8e03c54c10893c78668247d5466b725,delivered,1/10/2018 8:53,1/10/2018 10:31,1/11/2018 15:13,1/26/2018 20:29,2/9/2018 0:00,b65b6c94e3c9cb75661c49eebf1e6da3,24360,niteroi,RJ,1.0,561e48cdfacd14e7cfe67aa4ebd0caea,5cf13accae3222c70a9cac40818ae839,1/16/2018 9:09,94.9,16.42,pet_shop,63.0,1538.0,2.0,650.0,21.0,18.0,20.0,pet_shop,111.32,16.0,5.0,16.5,False
1e9cdb2ee26ee17ecb5f050a180cf8ff,c438793f5bfa6de0ee35371740b40bb5,unavailable,5/29/2017 19:22,5/29/2017 19:30,,,6/23/2017 0:00,decd26e4664352e36dc9bb376c8d50e0,6414,barueri,SP,,,,,,,,,,,,,,,,,,1.0,,False
e9385a6ce895738e4ea275adb91aa955,38035f7211d99bf039f981959f50e925,delivered,4/13/2018 18:17,4/13/2018 18:30,4/18/2018 22:52,4/24/2018 13:19,5/8/2018 0:00,7b0b8f2a84b900dc9a538b9c29d4705f,17360,torrinha,SP,1.0,44fded21627553d1886d459384bbce06,8b321bb669392f5163d04c59e235e066,4/19/2018 18:30,15.0,12.79,eletronicos,56.0,280.0,1.0,150.0,25.0,7.0,16.0,electronics,27.79,10.0,5.0,10.8,False
7a8642ee90484b296acc07b910c2c44d,eeb36d1d96fa3dbeb4643467f94fd6f0,delivered,5/8/2018 9:53,5/8/2018 10:15,5/8/2018 15:16,5/10/2018 21:06,5/22/2018 0:00,1ab743a11d1bf7d2cec4e91697f076f9,11700,praia grande,SP,1.0,2136c70bbe723d338fab53da3c03e6dc,6560211a19b47992c3666cc44a7e94c0,5/14/2018 10:15,29.0,8.87,relogios_presentes,55.0,167.0,3.0,200.0,16.0,2.0,11.0,watches_gifts,37.87,2.0,5.0,2.5,False
af3a99830ba4f46c5814e23ed92ef8cc,52798469029a20d7814d2b58c0c63e0d,delivered,12/5/2017 17:48,12/5/2017 18:30,12/8/2017 0:51,12/9/2017 12:58,12/21/2017 0:00,f6668ad7a21a02660cd75f1ea3653487,3821,sao paulo,SP,2.0,0a9a9c25c5a06532d1766e00db833a7f,da8622b14eb17ae2831f4ac5b9dab84a,12/11/2017 17:59,14.9,8.11,beleza_saude,36.0,365.0,1.0,100.0,16.0,3.0,15.0,health_beauty,23.01,3.0,5.0,3.8,False
40e4b27fe658a1c1e627e503b29ef734,dcbb7859db42a729d4cc316eb6691974,delivered,6/24/2018 17:20,6/24/2018 17:35,6/25/2018 14:55,6/26/2018 16:08,7/13/2018 0:00,7589544c08cc5de364cad85ee73f4b63,2636,sao paulo,SP,2.0,51edddbbc47a477259e672bd291feed6,98dac6635aee4995d501a3972e047414,6/28/2018 17:31,10.9,6.42,utilidades_domesticas,37.0,775.0,1.0,450.0,16.0,26.0,11.0,housewares,17.32,1.0,5.0,1.9,False
c3c43f981d3e0062be20a74626d52469,161adf57eacecee9b4bcdad3886f8225,delivered,1/7/2018 15:04,1/7/2018 15:12,1/8/2018 21:29,1/13/2018 10:53,1/31/2018 0:00,9d447154908fb9e0b600e73a805dc97f,13806,mogi mirim,SP,1.0,bec79420ffee0e0e76e3b4cce2c4b1a9,11bfa66332777660bd0640ee84d47006,1/11/2018 15:12,32.99,13.37,beleza_saude,45.0,690.0,1.0,1200.0,18.0,14.0,14.0,health_beauty,46.36,5.0,5.0,5.8,False
c84f367d7b52ff36843e8c8e08fa5c11,1bc55889f6b8a448cf16835c16602f1e,delivered,8/20/2018 7:18,8/20/2018 14:11,8/21/2018 12:27,8/24/2018 22:46,9/14/2018 0:00,0bf92cab326cfcd948707d207eecb4ef,32242,contagem,MG,1.0,9fe172fa8e662ca8572cf12abf8bce23,cab85505710c7cb9b720bceb52b01cee,8/23/2018 14:11,49.9,15.45,fashion_bolsas_e_acessorios,36.0,412.0,5.0,150.0,16.0,5.0,20.0,fashion_bags_accessories,65.35,4.0,4.0,4.6,False
4ed2338dc000b3d9acaf348a1fc6a395,da8254447ce1ed8a5c494ee4a8929380,delivered,7/31/2017 12:03,7/31/2017 12:23,8/1/2017 16:15,8/2/2017 18:32,8/18/2017 0:00,73bba09416f450b3dd0f5d83eb69d3a6,38120,conceicao das alagoas,MG,1.0,717ce88f14ebb225f2c395c8c41cde09,ad420dd0c4f92f8af951ac24b86d0cf5,8/4/2017 12:23,27.5,12.48,beleza_saude,40.0,188.0,5,200.0,19.0,11.0,23.0,health_beauty,39.98,2.0,1.0,2.3,False
c71e28c5a5dce4f2d223e54be0804379,3149402c5ccfd4d70014f1ffcf9ad95f,shipped,4/14/2017 16:48,4/14/2017 17:02,4/17/2017 13:06,,5/22/2017 0:00,923ff96b29d364655cb8291328021d5e,55805,tracunhaem,PE,1.0,e282624d8c82e04983f125e167eb4521,2138ccb85b11a4ec1e37afbd1c8eda1f,4/20/2017 17:02,18.99,24.84,telefonia,45.0,343.0,2.0,117.0,18.0,4.0,11.0,telephony,43.83,,1.0,,False
2e4ef279d418d092749185f9a030d1c2,91a61266fcdfa17c60eab874c7f2ad15,delivered,7/27/2018 17:05,7/27/2018 17:15,8/6/2018 14:44,8/7/2018 17:02,8/8/2018 0:00,7a1241db1c996fd0dc926ccc569203eb,9710,sao bernardo do campo,SP,1.0,f8dfab2c2740b7381e94ef1af03739b6,f44b6f775a2b390380e0e30b5c9d3eee,8/2/2018 17:15,369.0,23.02,cool_stuff,31.0,303.0,1.0,9500.0,52.0,44.0,27.0,cool_stuff,392.02,10.0,5.0,11.0,False
ef1f03f43bc6cbad70025fec6b2d369b,ced97a9646c3faa02d66ac532db985cb,delivered,12/23/2017 16:04,12/27/2017 4:14,12/27/2017 21:55,1/3/2018 14:57,1/15/2018 0:00,c5df9a025c46a0cab9181e382c9ed0e5,5007,sao paulo,SP,1.0,1cdfaf0cc5abd6063d3a10ae3318f345,da8622b14eb17ae2831f4ac5b9dab84a,1/3/2018 4:14,169.9,14.3,cama_mesa_banho,60.0,298.0,1.0,2350.0,33.0,7.0,39.0,bed_bath_table,184.2,10.0,5.0,11.0,False
557301323d2ab3151c0e56b06aafd2bc,ef2a710adfd6f4cef2cbc1053b847801,delivered,12/11/2017 9:04,12/12/2017 3:53,12/12/2017 16:52,12/15/2017 18:43,12/28/2017 0:00,9f4191dea4d3277900c84aeba9c9d373,7021,guarulhos,SP,1.0,c6e513054b982283c1cbbb2a45d02d83,f8db351d8c4c4c22c6835c19a46f01b0,12/18/2017 3:53,31.9,8.27,cool_stuff,56.0,777.0,5,300.0,18.0,7.0,12.0,cool_stuff,40.17,4.0,5.0,4.4,False
79581b0708489f6f9539c0d29dc53bb7,8f5fedc7ca7d912c79405b85f9d9299b,delivered,7/22/2018 21:51,7/23/2018 12:31,7/24/2018 13:33,7/30/2018 20:46,8/16/2018 0:00,4041baa51d9eae8f5955ccd4f02bb044,32210,contagem,MG,1.0,66e460f0a3bf13493f3eeda3d75c61b4,5f7300535881cef3b625fd683cf7d145,7/26/2018 11:03,79.9,20.51,,,,,1900.0,40.0,6.0,40.0,,100.41,7.0,5.0,8.0,False
f0a35c83ab3251347b674f0f3e0d01f1,514a9247d9012eb7ca73e4ecd5872bac,delivered,8/15/2017 11:32,8/15/2017 11:55,8/16/2017 17:37,8/28/2017 19:52,9/6/2017 0:00,140f015ecccb4820c7bddd18772bdfd1,88034,florianopolis,SC,1.0,c47d256557f7fa30144ecea5722eebc2,3d871de0142ce09b7081e2b9d1733cb1,8/21/2017 11:55,89.0,17.84,papelaria,59.0,307.0,2,8350.0,38.0,30.0,28.0,stationery,106.84,13.0,5.0,13.3,False
0c7019c628b3991e648a3769eff36f6d,815d430c8c4c1fd1980edd447ac4f8b6,delivered,6/25/2017 15:58,6/25/2017 16:05,6/26/2017 10:22,7/7/2017 20:05,7/24/2017 0:00,452afebe487ec1030b322915f4daf2eb,29043,vitoria,ES,1.0,f6a84928571f68635beb0f5c9333c6f3,ccb83a794700270fde70898fe9ff368b,6/29/2017 16:05,899.0,185.71,esporte_lazer,60.0,1247.0,6.0,30000.0,86.0,66.0,36.0,sports_leisure,1084.71,12.0,5.0,12.2,False
9a7d7672806f5cfd6bc9cbd5a060806f,bcd9f9f62adf6abf013f578204bf83a8,delivered,7/19/2018 7:48,7/19/2018 8:02,7/25/2018 12:20,7/31/2018 17:18,8/16/2018 0:00,d65e50a656569a4aa7cc3c0224c300fe,31160,belo horizonte,MG,1.0,f7740e5b4337a3cc4a8a204553101a85,04308b1ee57b6625f47df1d56f00eedf,7/25/2018 8:02,519.9,25.57,beleza_saude,43.0,876.0,2.0,543.0,30.0,12.0,16.0,health_beauty,545.47,12.0,1.0,12.4,False
c892dec5d74e3ba28920ec30498fd00f,f8a7c075d105afdcf535711ffa7acfa8,delivered,7/16/2018 18:10,7/16/2018 18:20,7/17/2018 14:55,7/23/2018 17:54,8/1/2018 0:00,564df947eb9192d7e1613b1b957cb192,71680,brasilia,DF,1.0,186d7d472f062ca6ef30689faa935d2e,53e4c6e0f4312d4d2107a8c9cddf45cd,7/18/2018 18:20,19.0,15.23,utilidades_domesticas,55.0,281.0,1.0,250.0,25.0,25.0,25.0,housewares,34.23,6.0,5.0,7.0,False
4dd8dee86cb2c39cd3cbd25210a727e5,fb3f0c9eceab31e1030a9bb4b25e53e5,delivered,4/24/2018 17:13,4/24/2018 19:10,4/30/2018 12:45,5/1/2018 15:12,5/8/2018 0:00,a796da63e955831a2ebde79b3e63e246,13087,campinas,SP,1.0,70120d2f9b9193aa0030342072d8adec,92eb0f42c21942b6552362b9b114707d,4/30/2018 18:30,34.97,7.39,telefonia,40.0,622.0,2.0,263.0,19.0,10.0,15.0,telephony,42.36,6.0,1.0,6.9,False
3e361d7bc7d141fa6c9930d4f9572213,12da09f67672845a6146a035833a085c,delivered,6/24/2018 18:56,6/25/2018 19:02,6/26/2018 6:49,7/2/2018 20:48,7/25/2018 0:00,903719a214a19631baa8efde50dbadfd,5763,sao paulo,SP,1.0,03624ffc0958f7ea385b6d4e088532b0,57e632711dec9ec14ca7546769483e7e,6/27/2018 19:02,129.9,16.22,beleza_saude,38.0,665.0,1.0,153.0,23.0,24.0,22.0,health_beauty,146.12,8.0,3.0,8.1,False
0afa4eb653f04cb1809253eb3b1f9768,78986fff122c92ab8aaa1724ba0c2782,delivered,2/7/2018 18:50,2/7/2018 19:10,2/8/2018 20:46,2/22/2018 21:23,3/14/2018 0:00,e53b3caaa3e91527aee71e5e36201108,58038,joao pessoa,PB,1.0,682fa9a2b1120191903abcde5950f072,c3cfdc648177fdbbbb35635a37472c53,2/15/2018 19:10,139.9,27.83,esporte_lazer,50.0,596.0,2.0,700.0,22.0,22.0,22.0,sports_leisure,167.73,15.0,3.0,15.1,False
